date,open,high,low,close,volume,dividends,stock splits,symbol,ts_code,daily_return
2025-01-29,673.8814972952861,679.921460010166,664.5669404267016,675.3690185546875,21377800,0.0,0.0,META,META,0.00320310689582759
2025-01-30,695.6653687628108,709.6121910679191,674.9796703493296,685.8616333007812,29322900,0.0,0.0,META,META,0.015536120932150954
2025-01-31,689.8550164836016,704.1313092688893,684.4440144578032,688.0380249023438,19331700,0.0,0.0,META,META,0.003173222550864052
2025-02-03,674.7899220338277,702.8334008769439,674.1310425314721,696.3042602539062,21415700,0.0,0.0,META,META,0.012014212953907144
2025-02-04,701.3359302823354,706.5373190467258,690.4639608100931,703.0231323242188,13826300,0.0,0.0,META,META,0.009649333565562968
2025-02-05,702.3842062935471,716.950057491736,697.8517510044364,703.7020263671875,17778200,0.0,0.0,META,META,0.0009656781004123705
2025-02-06,704.710319919996,717.7087645079753,702.3342588461929,710.8101806640625,13080700,0.0,0.0,META,META,0.010101085446023728
2025-02-07,715.6121886937868,723.8086059554087,710.5705691640067,713.3359985351562,16427100,0.0,0.0,META,META,0.0035534351361343752
2025-02-10,717.3692936641316,720.0049336246739,710.1512937758902,716.2112426757812,12904300,0.0,0.0,META,META,0.0040307010252242925
2025-02-11,712.137995992511,722.4608279084838,708.8634018884771,718.6072387695312,12998000,0.0,0.0,META,META,0.0033453762674802157
2025-02-12,714.1147251974435,725.8951602371656,711.4191869503326,724.1780395507812,12016500,0.0,0.0,META,META,0.007752219127083793
2025-02-13,720.3244703269909,727.7920565662597,716.8501952061899,727.352783203125,12569100,0.0,0.0,META,META,0.004383926988883902
2025-02-14,724.9367602663773,739.6822441199437,724.4176024364068,735.4492797851562,16901200,0.0,0.0,META,META,0.011131457483912754
2025-02-18,734.7803990216926,735.778741955146,705.2693843461711,715.1829223632812,21938700,0.0,0.0,META,META,-0.027556431121661173
2025-02-19,702.9332911577684,705.8285102693987,694.2377625113465,702.6038818359375,17535500,0.0,0.0,META,META,-0.0175885638960408
2025-02-20,696.1245577152213,704.4606964506946,692.4905749812318,693.6885986328125,12587400,0.0,0.0,META,META,-0.012688918227762858
2025-02-21,695.425797183343,702.7036958550482,681.2293277685575,682.4173583984375,15660400,0.0,0.0,META,META,-0.016248270847451507
2025-02-24,685.14283732043,686.1311871035267,661.3523074705995,667.0228881835938,15677000,0.0,0.0,META,META,-0.02255873187483537
2025-02-25,664.8664584221042,666.8931239603137,640.7964233177016,656.4105224609375,20579700,0.0,0.0,META,META,-0.015910047332191812
2025-02-26,658.5569724881091,681.878249924817,656.9096821941056,672.5836791992188,14488700,0.0,0.0,META,META,0.02463878348209092
2025-02-27,681.3191348778171,687.5088731407933,656.4803582651627,657.1492309570312,12500000,0.0,0.0,META,META,-0.022947996984648555
2025-02-28,656.9495749111169,668.5203965483279,641.53515727814,667.0927734375,17534200,0.0,0.0,META,META,0.015131330924617492
2025-03-03,672.5637354172513,680.1211995819364,649.7616143866145,653.964599609375,10843800,0.0,0.0,META,META,-0.019679682273390675
2025-03-04,644.4403937893221,648.6733583211899,622.6166306329542,638.9395141601562,21495200,0.0,0.0,META,META,-0.022975380407736945
2025-03-05,639.9378651352356,658.407210696861,636.6033726931404,655.3822021484375,13770000,0.0,0.0,META,META,0.025734342021238144
2025-03-06,646.9262151408363,649.4819705904519,623.0757880479771,626.8894653320312,13446500,0.0,0.0,META,META,-0.04347499325279658
2025-03-07,624.3337324581125,633.7381060863794,599.6147510017424,624.6232299804688,21375700,0.0,0.0,META,META,-0.003615047750662348
2025-03-10,607.0623983614838,609.0989960212393,585.8975158632896,596.9990844726562,21999900,0.0,0.0,META,META,-0.044225293235854
2025-03-11,594.0639893708412,613.911053065773,592.3468686608835,604.7063598632812,17401500,0.0,0.0,META,META,0.012910028827654019
2025-03-12,628.8562796545592,632.2805888301948,608.3402822710135,618.5333862304688,15747000,0.0,0.0,META,META,0.022865687025870995
2025-03-13,619.2222371114077,619.4718228579259,585.5381545107681,589.6613159179688,16480300,0.0,0.0,META,META,-0.046678273081514954
2025-03-14,602.3365152554182,608.3918534867013,594.3227230343585,607.1328125,12364500,0.525,0.0,META,META,0.029629714736894464
2025-03-17,606.9929657834423,612.6285830204243,597.5402173129962,604.4349365234375,15473900,0.0,0.0,META,META,-0.004443633947988079
2025-03-18,599.5886327329754,599.7884911584124,574.2181394777045,581.9122314453125,20297700,0.0,0.0,META,META,-0.03726241439263933
2025-03-19,583.8308244880561,591.8646212382527,574.3281261859494,583.6109619140625,20537500,0.0,0.0,META,META,0.0029192211075041996
2025-03-20,582.3119393939553,609.7308438672675,579.0644382419948,585.5494384765625,24336500,0.0,0.0,META,META,0.0033215218510331823
2025-03-21,582.9714123876403,597.0805511513034,580.5033407556499,595.7915649414062,25015900,0.0,0.0,META,META,0.017491480294970385
2025-03-24,614.4971845902405,622.0613721273024,611.7293556256241,618.3742065429688,15741300,0.0,0.0,META,META,0.037903594025845866
2025-03-25,626.2781574491432,633.3926787229344,620.7024302695025,625.8284912109375,15312500,0.0,0.0,META,META,0.012054650063174632
2025-03-26,624.4095939343313,626.2681493134669,606.1436184781687,610.51025390625,12609800,0.0,0.0,META,META,-0.024476733673546414
2025-03-27,601.5371280983636,613.7777091933885,599.6385645944567,602.11669921875,10436500,0.0,0.0,META,META,-0.013748425409393583
2025-03-28,599.8484555988796,601.2873509097175,573.4787306326517,576.2965698242188,17602800,0.0,0.0,META,META,-0.042882267553836395
2025-03-31,563.0667717382947,578.2550979207184,552.8746014719162,575.9168701171875,21124700,0.0,0.0,META,META,-0.0006588616467855246
2025-04-01,570.4011214763917,589.4564053353316,569.5617404976803,585.5494384765625,12836600,0.0,0.0,META,META,0.016725622844517396
2025-04-02,574.4679338866476,592.2042861901492,572.9191378549733,583.4810180664062,13470800,0.0,0.0,META,META,-0.003532443674675423
2025-04-03,545.7999926198693,552.1351447500087,529.8922502799351,531.2112426757812,34777500,0.0,0.0,META,META,-0.08958264925882498
2025-04-04,506.2304804799959,517.601735849335,493.8200466701195,504.3419494628906,38589800,0.0,0.0,META,META,-0.0505811832549824
2025-04-07,484.7270437213071,538.9553080099114,481.5294917990848,515.8530883789062,36606100,0.0,0.0,META,META,0.022824075864152693
2025-04-08,542.8323258955619,547.009104812121,502.4733648379141,510.05755615234375,28034200,0.0,0.0,META,META,-0.011234850303552979
2025-04-09,508.8784288376245,587.4380062391494,501.7239302560322,585.3196411132812,39216600,0.0,0.0,META,META,0.14755606314056502
2025-04-10,575.0475586127349,580.8530894965206,534.8884538902387,545.8699951171875,28173500,0.0,0.0,META,META,-0.0673984661117134
2025-04-11,535.0982987413933,546.9791721039168,528.1836360553218,543.152099609375,17642300,0.0,0.0,META,META,-0.004979016124945668
2025-04-14,555.7423695383274,557.3411759652797,527.8738592202099,531.0713500976562,14130900,0.0,0.0,META,META,-0.022241927298830344
2025-04-15,531.7009039388483,537.526438963531,517.1021506137689,521.1190795898438,15558700,0.0,0.0,META,META,-0.018739987585439155
2025-04-16,508.1190429485272,512.9752917109025,495.248940829508,501.9237976074219,18735100,0.0,0.0,META,META,-0.03683473266327131
2025-04-17,504.8615423906665,506.90995406615434,497.62711856756914,501.0944519042969,14593500,0.0,0.0,META,META,-0.0016523338942651122
2025-04-21,490.95223888134063,493.1205839444646,479.431104674804,484.2873840332031,16166000,0.0,0.0,META,META,-0.033540718336078634
2025-04-22,491.49181764891443,506.4902868701918,485.98604429039705,499.8953552246094,17399400,0.0,0.0,META,META,0.0322287379477475
2025-04-23,528.1236539391821,534.9284154373055,516.1228784114317,519.8699951171875,18173900,0.0,0.0,META,META,0.0399576425022059
2025-04-24,518.3311552024028,533.4895356675911,517.1021204034743,532.7401123046875,13910000,0.0,0.0,META,META,0.024756414696714524
2025-04-25,546.3795728163933,549.4372176521805,535.8376965321478,546.8492431640625,17098900,0.0,0.0,META,META,0.02648407832167443
2025-04-28,555.2128099483461,558.0605943260673,540.1743933621875,549.3173217773438,15179000,0.0,0.0,META,META,0.004513270602700237
2025-04-29,545.5802193870614,556.1421001835268,543.7016599064505,554.0137329101562,11835000,0.0,0.0,META,META,0.00854954130632013
2025-04-30,537.9860554602953,548.6777795753518,529.0928741621841,548.577880859375,29244000,0.0,0.0,META,META,-0.009811764091527952
2025-05-01,591.6247987166439,592.4941249415356,570.0613733373625,571.7700805664062,31159000,0.0,0.0,META,META,0.042276950121830525
2025-05-02,583.0114624189366,603.8754149154345,577.8854014442142,596.56103515625,24739300,0.0,0.0,META,META,0.04335825786002201
2025-05-05,590.765405664398,602.7462382701667,587.5978600254365,598.8092651367188,13887700,0.0,0.0,META,META,0.003768650394472939
2025-05-06,592.0744779246842,595.5717870403006,586.1290402304902,586.8584594726562,10600700,0.0,0.0,META,META,-0.019957616489674534
2025-05-07,589.9060821921285,602.6163340287609,586.2189168396308,596.3511352539062,13139100,0.0,0.0,META,META,0.016175409296783405
2025-05-08,605.8238341716766,610.8299920094227,596.1612859928888,597.5502319335938,14622800,0.0,0.0,META,META,0.0020107225572345566
2025-05-09,603.2558317407384,606.5033331458584,591.2551162399334,592.0344848632812,10427300,0.0,0.0,META,META,-0.009230599831689945
2025-05-12,630.434887813048,639.8976383332824,620.5525382829127,638.9383544921875,21965100,0.0,0.0,META,META,0.07922489454265125
2025-05-13,645.0436488654467,660.4118286945162,642.335771505551,655.525634765625,18570800,0.0,0.0,META,META,0.02596068956702502
2025-05-14,660.7016415387022,662.1604799651236,653.8069223034624,658.85302734375,12348200,0.0,0.0,META,META,0.0050759152680806
2025-05-15,653.7769769402204,656.8046155684391,638.0890359072837,643.3849487304688,14341800,0.0,0.0,META,META,-0.023477282445893533
2025-05-16,637.4695422101522,639.9476160073406,625.6686244756826,639.8477172851562,18519000,0.0,0.0,META,META,-0.005497846121971239
2025-05-19,627.7669935255635,642.5056535406882,627.3173272935575,639.9376220703125,9592400,0.0,0.0,META,META,0.00014050965991985187
2025-05-20,635.521040610427,638.8584386405468,631.7739236379011,636.6101684570312,6743500,0.0,0.0,META,META,-0.005199653057615716
2025-05-21,631.304243948337,646.1128573238404,629.6854943191497,635.0114135742188,11464600,0.0,0.0,META,META,-0.002511356183152791
2025-05-22,633.5624844477077,642.7554230220385,630.2250866339274,636.08056640625,8228400,0.0,0.0,META,META,0.0016836749846957932
2025-05-23,623.5202359878101,631.9637513811242,622.1712983340897,626.577880859375,8454100,0.0,0.0,META,META,-0.01493943699705147
2025-05-27,634.9214503428936,642.5855973216567,632.2635222678258,641.826171875,9508400,0.0,0.0,META,META,0.024335827167584423
2025-05-28,642.1059170723001,650.3795803263449,642.0559677120978,643.085205078125,9042900,0.0,0.0,META,META,0.0019616420431203263
2025-05-29,651.1490397001155,652.8177387372123,639.0083561535087,644.5540771484375,8883400,0.0,0.0,META,META,0.0022841017935315566
2025-05-30,642.0060336659102,648.9106942904369,632.2935358628563,646.9921875,16241000,0.0,0.0,META,META,0.003782631183327334
2025-06-02,643.8945882353455,672.7423872324788,643.7646833041948,670.3842163085938,15766300,0.0,0.0,META,META,0.03615504060254793
2025-06-03,670.933780241162,675.0606098458437,664.5187332165345,666.3372802734375,11585000,0.0,0.0,META,META,-0.006036741224965447
2025-06-04,668.8054003474581,688.4702620523693,668.0559769852821,687.4210815429688,14031900,0.0,0.0,META,META,0.03164133524223556
2025-06-05,691.128193299702,693.8461337530863,681.7254549732214,684.0936279296875,13083100,0.0,0.0,META,META,-0.00484048817038385
2025-06-06,695.634728988938,702.2696384274917,691.3380472640042,697.173583984375,11728000,0.0,0.0,META,META,0.01912012555104803
2025-06-09,697.9230086279447,704.6478147285023,693.4064643289632,693.5263671875,12773200,0.0,0.0,META,META,-0.005231432860710261
2025-06-10,700.8107438516906,702.6893032959509,691.0282928322797,701.8599853515625,10850100,0.0,0.0,META,META,0.01201629607517063
2025-06-11,703.1689726406868,708.3249785260691,691.4579518801445,693.6063232421875,9582500,0.0,0.0,META,META,-0.011759698916644634
2025-06-12,692.7669528666453,694.8453707616588,686.471808739605,692.826904296875,7322700,0.0,0.0,META,META,-0.0011237194921597249
2025-06-13,687.4210820231808,694.0359873588837,680.4864154008052,682.344970703125,9274400,0.0,0.0,META,META,-0.015129224238755179
